1,Xavier Ashworth,15-18 Boys 50-fly,29.790,0.596
1,Percy Kingsley,15-18 Boys 50-fly,29.870,0.597
0,Ignatius Pemberton,15-18 Boys 50-free,23.200,0.464
0,Grady Hollowell,15-18 Boys 50-free,25.366,0.507
0,Cassius Ashworth,15-18 Boys 50-free,25.447,0.509
1,Ignatius Quill,15-18 Boys 50-free,23.960,0.479
1,Holden Birchall,15-18 Boys 50-free,24.105,0.482
1,Soren Bellweather,15-18 Boys 50-free,27.030,0.541
0,Verity Wexford,15-18 Girls 50-back,28.890,0.578
0,Saskia Pemberton,15-18 Girls 50-back,29.734,0.595
0,Averil Ironwood,15-18 Girls 50-back,30.400,0.608
1,Fern Pemberton,15-18 Girls 50-back,29.330,0.587
1,Tamsin Fairbanks,15-18 Girls 50-back,30.070,0.601
1,Delphine Yarrow,15-18 Girls 50-back,30.450,0.609
0,Verity Wexford,15-18 Girls 50-breast,32.990,0.660
0,Saskia Kingsley,15-18 Girls 50-breast,34.130,0.683
0,Saskia Pemberton,15-18 Girls 50-breast,34.600,0.692
1,Juniper Yarrow,15-18 Girls 50-breast,28.440,0.569
1,Petra Ravenscroft,15-18 Girls 50-breast,33.680,0.674
1,Damaris Kingsley,15-18 Girls 50-breast,36.110,0.722
0,Verity Wexford,15-18 Girls 50-fly,26.466,0.529
0,Tamsin Ellery,15-18 Girls 50-fly,26.700,0.534
0,Averil Ironwood,15-18 Girls 50-fly,28.050,0.561
1,Juniper Yarrow,15-18 Girls 50-fly,23.390,0.468
1,Delphine Yarrow,15-18 Girls 50-fly,27.170,0.543
1,Elowen Netherfield,15-18 Girls 50-fly,27.250,0.545
0,Tamsin Ellery,15-18 Girls 50-free,24.800,0.496
0,Saskia Kingsley,15-18 Girls 50-free,25.220,0.504
0,Saskia Pemberton,15-18 Girls 50-free,25.410,0.508
1,Juniper Yarrow,15-18 Girls 50-free,23.190,0.464
1,Elowen Netherfield,15-18 Girls 50-free,25.440,0.509
1,Fern Pemberton,15-18 Girls 50-free,25.600,0.512
0,Percy Everhart,8U Boys 25-back,26.350,1.792
0,Bram Mabbott,8U Boys 25-back,29.150,1.982
0,Bennett Thorneycroft,8U Boys 25-back,29.390,1.999
1,Aiden Ashworth,8U Boys 25-back,23.213,0.464
1,Merritt Thorneycroft,8U Boys 25-back,24.320,0.586
1,York Thorneycroft,8U Boys 25-back,27.460,1.867
0,Merritt Everhart,8U Boys 25-breast,26.310,1.789
0,Xavier Yarrow,8U Boys 25-breast,29.205,1.058
0,Percy Everhart,8U Boys 25-breast,30.010,2.041
1,Aiden Ashworth,8U Boys 25-breast,27.800,1.890
1,Corwin Bellweather,8U Boys 25-breast,28.730,0.575
1,York Thorneycroft,8U Boys 25-breast,30.329,0.607
0,Merritt Everhart,8U Boys 25-fly,23.616,0.472
0,Bram Mabbott,8U Boys 25-fly,26.329,0.527
0,Lachlan Ironwood,8U Boys 25-fly,28.391,0.778
1,Merritt Thorneycroft,8U Boys 25-fly,23.457,0.797
1,Aiden Vandermeer,8U Boys 25-fly,25.010,1.701
1,Bennett Hartwell,8U Boys 25-fly,30.665,0.974
0,Merritt Everhart,8U Boys 25-free,18.460,1.255
0,Xavier Yarrow,8U Boys 25-free,22.390,1.523
0,Kellan Crowhurst,8U Boys 25-free,22.842,0.659
1,Aiden Ashworth,8U Boys 25-free,19.510,1.327
1,Corwin Bellweather,8U Boys 25-free,20.774,0.415
1,Aiden Vandermeer,8U Boys 25-free,21.590,1.468
0,Xanthe Loxley,8U Girls 25-back,25.180,1.612
0,Winnow Mabbott,8U Girls 25-back,35.526,1.486
1,Delphine Fairbanks,8U Girls 25-back,27.053,0.714
1,Kestrel Ellery,8U Girls 25-back,27.750,0.555
1,Delphine Foxwell,8U Girls 25-back,30.148,1.078
0,Delphine Bellweather,8U Girls 25-breast,23.452,0.492
0,Marisol Coppersmith,8U Girls 25-breast,30.966,0.619
0,Amara Wexford,8U Girls 25-breast,33.800,2.163
1,Juniper Foxwell,8U Girls 25-breast,28.466,1.403
1,Zinnia Netherfield,8U Girls 25-breast,31.050,1.987
1,Kestrel Ellery,8U Girls 25-breast,32.690,2.092
0,Delphine Bellweather,8U Girls 25-fly,20.297,0.714
0,Xanthe Loxley,8U Girls 25-fly,22.470,1.438
0,Verity Mabbott,8U Girls 25-fly,27.332,0.547
1,Zinnia Netherfield,8U Girls 25-fly,25.458,0.851
1,Delphine Fairbanks,8U Girls 25-fly,26.372,1.353
1,Yara Bellweather,8U Girls 25-fly,27.790,1.779
0,Verity Mabbott,8U Girls 25-free,22.891,0.536
0,Marisol Coppersmith,8U Girls 25-free,23.544,0.471
0,Elowen Ashworth,8U Girls 25-free,26.100,1.670
1,Juniper Foxwell,8U Girls 25-free,22.126,1.024
1,Kestrel Ellery,8U Girls 25-free,22.410,1.434
1,Zinnia Netherfield,8U Girls 25-free,23.300,1.491
0,Merritt Crowhurst,9-10 Boys 50-back,44.180,1.767
0,Bennett Fairbanks,9-10 Boys 50-back,46.200,1.848
0,Bram Thorneycroft,9-10 Boys 50-back,49.320,1.973
1,Xavier Umberly,9-10 Boys 50-back,42.530,1.701
1,Vaughn Bellweather,9-10 Boys 50-back,46.970,1.879
1,Nico Ravenscroft,9-10 Boys 50-back,47.611,0.952
0,Alaric Bellweather,9-10 Boys 50-breast,41.574,0.831
0,Merritt Crowhurst,9-10 Boys 50-breast,47.920,1.917
0,Bennett Fairbanks,9-10 Boys 50-breast,52.150,2.086
1,Vaughn Bellweather,9-10 Boys 50-breast,49.690,1.988
1,Dorian Dovetail,9-10 Boys 50-breast,53.750,2.150
1,Emmett Thorneycroft,9-10 Boys 50-breast,61.890,2.476
0,Bennett Fairbanks,9-10 Boys 50-fly,46.440,1.858
1,Dorian Dovetail,9-10 Boys 50-fly,46.445,0.929
1,Nico Ravenscroft,9-10 Boys 50-fly,48.354,0.967
1,Bram Ironwood,9-10 Boys 50-fly,52.477,2.136
0,Alaric Bellweather,9-10 Boys 50-free,32.064,0.641
0,Merritt Crowhurst,9-10 Boys 50-free,36.110,1.255
0,Bram Thorneycroft,9-10 Boys 50-free,42.540,1.702
1,Xavier Umberly,9-10 Boys 50-free,33.440,1.338
1,Vaughn Bellweather,9-10 Boys 50-free,39.794,1.250
1,Dorian Dovetail,9-10 Boys 50-free,40.320,1.613
0,Briar Glenholme,9-10 Girls 50-back,37.979,1.221
0,Halcyon Thorneycroft,9-10 Girls 50-back,40.910,1.473
0,Greta Everhart,9-10 Girls 50-back,41.790,1.504
1,Blythe Glenholme,9-10 Girls 50-back,45.000,1.620
1,Delphine Hollowell,9-10 Girls 50-back,48.520,1.747
1,Blythe Hollowell,9-10 Girls 50-back,50.367,1.007
0,Briar Glenholme,9-10 Girls 50-breast,42.750,1.539
0,Romilly Jessup,9-10 Girls 50-breast,51.060,1.838
0,Yara Silverton,9-10 Girls 50-breast,59.533,1.191
1,Juniper Ellery,9-10 Girls 50-breast,48.530,1.747
1,Blythe Hollowell,9-10 Girls 50-breast,54.220,1.952
1,Xanthe Bellweather,9-10 Girls 50-breast,56.077,1.122
0,Halcyon Thorneycroft,9-10 Girls 50-fly,35.960,1.295
0,Marisol Zellwood,9-10 Girls 50-fly,48.014,1.668
0,Greta Coppersmith,9-10 Girls 50-fly,48.510,1.746
1,Juniper Ellery,9-10 Girls 50-fly,44.570,1.605
1,Blythe Glenholme,9-10 Girls 50-fly,46.436,0.929
1,Marisol Everhart,9-10 Girls 50-fly,47.530,1.711
0,Briar Glenholme,9-10 Girls 50-free,31.020,1.117
0,Halcyon Thorneycroft,9-10 Girls 50-free,33.863,0.677
0,Greta Everhart,9-10 Girls 50-free,34.610,1.246
1,Blythe Glenholme,9-10 Girls 50-free,37.230,1.340
1,Juniper Ellery,9-10 Girls 50-free,37.554,0.751
1,Delphine Hollowell,9-10 Girls 50-free,37.870,1.363
